NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: Des Moines, East Passage
State: WA
Stationid: 9446248
ReferencedToStationName: Seattle
ReferenceToStationId: 9447130
HeightOffsetLow: *1.01
HeightOffsetHigh: * 1.03
TimeOffsetLow: 8
TimeOffsetHigh: 5
Prediction Type: Subordinate
From: 20161231 12:00AM - 20171231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2017/09/17	Sun	04:32 PM	11.6		354		H
2017/09/17	Sun	10:24 PM	4.4		134		L
2017/09/18	Mon	03:44 AM	10.5		320		H
2017/09/18	Mon	10:14 AM	-0.2		-6		L
2017/09/18	Mon	05:06 PM	11.8		360		H
2017/09/18	Mon	11:06 PM	3.5		107		L
2017/09/19	Tue	04:39 AM	10.8		329		H
2017/09/19	Tue	11:00 AM	0.2		6		L
2017/09/19	Tue	05:37 PM	11.8		360		H
2017/09/19	Tue	11:44 PM	2.7		82		L
2017/09/20	Wed	05:29 AM	10.9		332		H
2017/09/20	Wed	11:44 AM	0.8		24		L
2017/09/20	Wed	06:06 PM	11.8		360		H
2017/09/21	Thu	12:21 AM	2.0		61		L
2017/09/21	Thu	06:17 AM	10.9		332		H
2017/09/21	Thu	12:25 PM	1.7		52		L
2017/09/21	Thu	06:35 PM	11.6		354		H
2017/09/22	Fri	12:57 AM	1.4		43		L
2017/09/22	Fri	07:04 AM	10.9		332		H
2017/09/22	Fri	01:06 PM	2.7		82		L
2017/09/22	Fri	07:05 PM	11.4		347		H
2017/09/23	Sat	01:34 AM	1.0		30		L
2017/09/23	Sat	07:52 AM	10.7		326		H
2017/09/23	Sat	01:48 PM	3.7		113		L
2017/09/23	Sat	07:38 PM	11.0		335		H
2017/09/24	Sun	02:11 AM	0.8		24		L
2017/09/24	Sun	08:41 AM	10.5		320		H
2017/09/24	Sun	02:32 PM	4.7		143		L
2017/09/24	Sun	08:12 PM	10.5		320		H
2017/09/25	Mon	02:51 AM	0.8		24		L
2017/09/25	Mon	09:34 AM	10.3		314		H
2017/09/25	Mon	03:20 PM	5.6		171		L
2017/09/25	Mon	08:50 PM	9.9		302		H
2017/09/26	Tue	03:35 AM	1.0		30		L
2017/09/26	Tue	10:33 AM	10.1		308		H
2017/09/26	Tue	04:19 PM	6.4		195		L
2017/09/26	Tue	09:35 PM	9.3		283		H
2017/09/27	Wed	04:24 AM	1.3		40		L
2017/09/27	Wed	11:42 AM	9.9		302		H
2017/09/27	Wed	05:40 PM	6.8		207		L
2017/09/27	Wed	10:30 PM	8.7		265		H
2017/09/28	Thu	05:21 AM	1.6		49		L
2017/09/28	Thu	01:00 PM	9.9		302		H
2017/09/28	Thu	07:27 PM	6.8		207		L
2017/09/28	Thu	11:39 PM	8.3		253		H
2017/09/29	Fri	06:24 AM	1.8		55		L
2017/09/29	Fri	02:09 PM	10.2		311		H
2017/09/29	Fri	08:40 PM	6.3		192		L
2017/09/30	Sat	12:53 AM	8.3		253		H
2017/09/30	Sat	07:28 AM	1.8		55		L
2017/09/30	Sat	02:59 PM	10.5		320		H
2017/09/30	Sat	09:22 PM	5.7		174		L
2017/10/01	Sun	02:00 AM	8.5		259		H
2017/10/01	Sun	08:25 AM	1.6		49		L
2017/10/01	Sun	03:35 PM	10.8		329		H
2017/10/01	Sun	09:52 PM	5.0		152		L
2017/10/02	Mon	02:56 AM	9.0		274		H
2017/10/02	Mon	09:15 AM	1.4		43		L
2017/10/02	Mon	04:05 PM	11.0		335		H
2017/10/02	Mon	10:18 PM	4.2		128		L
2017/10/03	Tue	03:45 AM	9.6		293		H
2017/10/03	Tue	09:59 AM	1.4		43		L
2017/10/03	Tue	04:32 PM	11.3		344		H
2017/10/03	Tue	10:46 PM	3.3		101		L
2017/10/04	Wed	04:30 AM	10.2		311		H
2017/10/04	Wed	10:41 AM	1.5		46		L
2017/10/04	Wed	04:59 PM	11.6		354		H
2017/10/04	Wed	11:16 PM	2.3		70		L
2017/10/05	Thu	05:14 AM	10.7		326		H
2017/10/05	Thu	11:21 AM	1.9		58		L
2017/10/05	Thu	05:28 PM	11.7		357		H
2017/10/05	Thu	11:50 PM	1.2		37		L
2017/10/06	Fri	06:00 AM	11.2		341		H
2017/10/06	Fri	12:03 PM	2.5		76		L
2017/10/06	Fri	05:59 PM	11.9		363		H
2017/10/07	Sat	12:28 AM	0.2		6		L
2017/10/07	Sat	06:48 AM	11.5		351		H
2017/10/07	Sat	12:46 PM	3.3		101		L
2017/10/07	Sat	06:33 PM	11.8		360		H
2017/10/08	Sun	01:09 AM	-0.6		-18		L
2017/10/08	Sun	07:39 AM	11.6		354		H
2017/10/08	Sun	01:32 PM	4.1		125		L
2017/10/08	Sun	07:10 PM	11.7		357		H
2017/10/09	Mon	01:53 AM	-1.1		-34		L
2017/10/09	Mon	08:35 AM	11.6		354		H
2017/10/09	Mon	02:22 PM	5.0		152		L
2017/10/09	Mon	07:51 PM	11.3		344		H
2017/10/10	Tue	02:42 AM	-1.2		-37		L
2017/10/10	Tue	09:36 AM	11.4		347		H
2017/10/10	Tue	03:20 PM	5.9		180		L
2017/10/10	Tue	08:38 PM	10.8		329		H
2017/10/11	Wed	03:35 AM	-1.0		-30		L
2017/10/11	Wed	10:45 AM	11.2		341		H
2017/10/11	Wed	04:30 PM	6.4		195		L
2017/10/11	Wed	09:36 PM	10.1		308		H
2017/10/12	Thu	04:35 AM	-0.5		-15		L
2017/10/12	Thu	12:02 PM	11.1		338		H
2017/10/12	Thu	05:57 PM	6.5		198		L
2017/10/12	Thu	10:49 PM	9.4		287		H
2017/10/13	Fri	05:41 AM	0.1		3		L
2017/10/13	Fri	01:19 PM	11.2		341		H
2017/10/13	Fri	07:28 PM	6.0		183		L
2017/10/14	Sat	12:14 AM	9.1		277		H
2017/10/14	Sat	06:52 AM	0.7		21		L
2017/10/14	Sat	02:22 PM	11.4		347		H
2017/10/14	Sat	08:38 PM	5.0		152		L
2017/10/15	Sun	01:39 AM	9.1		277		H
2017/10/15	Sun	08:01 AM	1.1		34		L
2017/10/15	Sun	03:11 PM	11.7		357		H
2017/10/15	Sun	09:29 PM	3.8		116		L
2017/10/16	Mon	02:54 AM	9.5		290		H
2017/10/16	Mon	09:03 AM	1.5		46		L
2017/10/16	Mon	03:50 PM	11.8		360		H
2017/10/16	Mon	10:12 PM	2.7		82		L
2017/10/17	Tue	03:57 AM	10.0		305		H
2017/10/17	Tue	09:56 AM	1.9		58		L
2017/10/17	Tue	04:22 PM	11.8		360		H
2017/10/17	Tue	10:48 PM	1.8		55		L
2017/10/18	Wed	04:51 AM	10.5		320		H
2017/10/18	Wed	10:43 AM	2.5		76		L
2017/10/18	Wed	04:51 PM	11.7		357		H
2017/10/18	Wed	11:22 PM	1.0		30		L
2017/10/19	Thu	05:39 AM	10.9		332		H
2017/10/19	Thu	11:27 AM	3.3		101		L
2017/10/19	Thu	05:18 PM	11.6		354		H
2017/10/19	Thu	11:54 PM	0.4		12		L
2017/10/20	Fri	06:23 AM	11.1		338		H
2017/10/20	Fri	12:08 PM	4.0		122		L
2017/10/20	Fri	05:46 PM	11.3		344		H
2017/10/21	Sat	12:26 AM	-0.1		-3		L
2017/10/21	Sat	07:05 AM	11.3		344		H
2017/10/21	Sat	12:49 PM	4.8		146		L
2017/10/21	Sat	06:15 PM	11.0		335		H
2017/10/22	Sun	12:58 AM	-0.3		-9		L
2017/10/22	Sun	07:47 AM	11.4		347		H
2017/10/22	Sun	01:31 PM	5.5		168		L
2017/10/22	Sun	06:47 PM	10.5		320		H
2017/10/23	Mon	01:33 AM	-0.3		-9		L
2017/10/23	Mon	08:29 AM	11.4		347		H
2017/10/23	Mon	02:16 PM	6.1		186		L
2017/10/23	Mon	07:21 PM	10.0		305		H
2017/10/24	Tue	02:10 AM	-0.2		-6		L
2017/10/24	Tue	09:14 AM	11.3		344		H
2017/10/24	Tue	03:06 PM	6.6		201		L
2017/10/24	Tue	07:59 PM	9.4		287		H
2017/10/25	Wed	02:51 AM	0.2		6		L
2017/10/25	Wed	10:04 AM	11.1		338		H
2017/10/25	Wed	04:05 PM	6.9		210		L
2017/10/25	Wed	08:43 PM	8.8		268		H
2017/10/26	Thu	03:36 AM	0.7		21		L
2017/10/26	Thu	10:59 AM	11.0		335		H
2017/10/26	Thu	05:21 PM	7.0		213		L
2017/10/26	Thu	09:39 PM	8.2		250		H
2017/10/27	Fri	04:28 AM	1.3		40		L
2017/10/27	Fri	11:59 AM	10.9		332		H
2017/10/27	Fri	06:54 PM	6.6		201		L
2017/10/27	Fri	10:52 PM	7.8		238		H
2017/10/28	Sat	05:26 AM	1.8		55		L
2017/10/28	Sat	12:57 PM	10.9		332		H
2017/10/28	Sat	08:00 PM	6.0		183		L
2017/10/29	Sun	12:14 AM	7.7		235		H
2017/10/29	Sun	06:30 AM	2.3		70		L
2017/10/29	Sun	01:46 PM	11.0		335		H
2017/10/29	Sun	08:40 PM	5.1		155		L
2017/10/30	Mon	01:30 AM	8.0		244		H
2017/10/30	Mon	07:33 AM	2.6		79		L
2017/10/30	Mon	02:27 PM	11.3		344		H
2017/10/30	Mon	09:10 PM	4.1		125		L
2017/10/31	Tue	02:36 AM	8.6		262		H
2017/10/31	Tue	08:30 AM	2.8		85		L
2017/10/31	Tue	03:02 PM	11.5		351		H
2017/10/31	Tue	09:40 PM	2.9		88		L
2017/11/01	Wed	03:32 AM	9.4		287		H
2017/11/01	Wed	09:21 AM	3.1		94		L
2017/11/01	Wed	03:34 PM	11.8		360		H
2017/11/01	Wed	10:11 PM	1.7		52		L
2017/11/02	Thu	04:22 AM	10.2		311		H
2017/11/02	Thu	10:09 AM	3.5		107		L
2017/11/02	Thu	04:05 PM	12.0		366		H
2017/11/02	Thu	10:45 PM	0.4		12		L
2017/11/03	Fri	05:10 AM	11.0		335		H
2017/11/03	Fri	10:55 AM	4.0		122		L
2017/11/03	Fri	04:38 PM	12.2		372		H
2017/11/03	Fri	11:21 PM	-0.8		-24		L
2017/11/04	Sat	05:58 AM	11.7		357		H
2017/11/04	Sat	11:41 AM	4.6		140		L
2017/11/04	Sat	05:13 PM	12.2		372		H
2017/11/05	Sun	12:01 AM	-1.8		-55		L
2017/11/05	Sun	05:48 AM	12.2		372		H
2017/11/05	Sun	11:29 AM	5.2		158		L
2017/11/05	Sun	04:51 PM	12.1		369		H
2017/11/05	Sun	11:44 PM	-2.4		-73		L
2017/11/06	Mon	06:40 AM	12.5		381		H
2017/11/06	Mon	12:20 PM	5.8		177		L
2017/11/06	Mon	05:32 PM	11.8		360		H
2017/11/07	Tue	12:30 AM	-2.5		-76		L
2017/11/07	Tue	07:34 AM	12.6		384		H
2017/11/07	Tue	01:16 PM	6.3		192		L
2017/11/07	Tue	06:19 PM	11.2		341		H
2017/11/08	Wed	01:19 AM	-2.3		-70		L
2017/11/08	Wed	08:33 AM	12.5		381		H
2017/11/08	Wed	02:19 PM	6.6		201		L
2017/11/08	Wed	07:13 PM	10.5		320		H
2017/11/09	Thu	02:12 AM	-1.6		-49		L
2017/11/09	Thu	09:35 AM	12.3		375		H
2017/11/09	Thu	03:33 PM	6.5		198		L
2017/11/09	Thu	08:18 PM	9.6		293		H
2017/11/10	Fri	03:09 AM	-0.5		-15		L
2017/11/10	Fri	10:39 AM	12.2		372		H
2017/11/10	Fri	04:59 PM	6.0		183		L
2017/11/10	Fri	09:38 PM	8.9		271		H
2017/11/11	Sat	04:13 AM	0.6		18		L
2017/11/11	Sat	11:42 AM	12.1		369		H
2017/11/11	Sat	06:19 PM	5.1		155		L
2017/11/11	Sat	11:09 PM	8.4		256		H
2017/11/12	Sun	05:22 AM	1.7		52		L
2017/11/12	Sun	12:37 PM	12.1		369		H
2017/11/12	Sun	07:22 PM	3.8		116		L
2017/11/13	Mon	12:43 AM	8.6		262		H
2017/11/13	Mon	06:32 AM	2.7		82		L
2017/11/13	Mon	01:24 PM	12.1		369		H
2017/11/13	Mon	08:11 PM	2.6		79		L
2017/11/14	Tue	02:05 AM	9.2		280		H
2017/11/14	Tue	07:38 AM	3.5		107		L
2017/11/14	Tue	02:03 PM	12.0		366		H
2017/11/14	Tue	08:51 PM	1.5		46		L
2017/11/15	Wed	03:11 AM	9.9		302		H
2017/11/15	Wed	08:36 AM	4.2		128		L
2017/11/15	Wed	02:36 PM	11.9		363		H
2017/11/15	Wed	09:26 PM	0.6		18		L
2017/11/16	Thu	04:05 AM	10.6		323		H
2017/11/16	Thu	09:28 AM	4.9		149		L
2017/11/16	Thu	03:06 PM	11.7		357		H
2017/11/16	Thu	09:58 PM	-0.1		-3		L
2017/11/17	Fri	04:51 AM	11.1		338		H
2017/11/17	Fri	10:14 AM	5.5		168		L
2017/11/17	Fri	03:35 PM	11.4		347		H
2017/11/17	Fri	10:28 PM	-0.6		-18		L
2017/11/18	Sat	05:32 AM	11.5		351		H
2017/11/18	Sat	10:57 AM	6.1		186		L
2017/11/18	Sat	04:04 PM	11.1		338		H
2017/11/18	Sat	10:58 PM	-0.9		-27		L
2017/11/19	Sun	06:08 AM	11.8		360		H
2017/11/19	Sun	11:39 AM	6.5		198		L
2017/11/19	Sun	04:34 PM	10.8		329		H
2017/11/19	Sun	11:29 PM	-1.0		-30		L
2017/11/20	Mon	06:43 AM	12.0		366		H
2017/11/20	Mon	12:20 PM	6.9		210		L
2017/11/20	Mon	05:06 PM	10.4		317		H
2017/11/21	Tue	12:03 AM	-1.0		-30		L
2017/11/21	Tue	07:19 AM	12.1		369		H
2017/11/21	Tue	01:04 PM	7.1		216		L
2017/11/21	Tue	05:42 PM	9.9		302		H
2017/11/22	Wed	12:39 AM	-0.8		-24		L
2017/11/22	Wed	07:56 AM	12.1		369		H
2017/11/22	Wed	01:51 PM	7.1		216		L
2017/11/22	Wed	06:20 PM	9.4		287		H
2017/11/23	Thu	01:18 AM	-0.4		-12		L
2017/11/23	Thu	08:38 AM	12.0		366		H
2017/11/23	Thu	02:43 PM	7.1		216		L
2017/11/23	Thu	07:04 PM	8.9		271		H
2017/11/24	Fri	02:00 AM	0.2		6		L
2017/11/24	Fri	09:22 AM	11.9		363		H
2017/11/24	Fri	03:44 PM	6.9		210		L
2017/11/24	Fri	07:58 PM	8.3		253		H
2017/11/25	Sat	02:46 AM	0.9		27		L
2017/11/25	Sat	10:09 AM	11.8		360		H
2017/11/25	Sat	04:51 PM	6.4		195		L
2017/11/25	Sat	09:08 PM	7.8		238		H
2017/11/26	Sun	03:37 AM	1.8		55		L
2017/11/26	Sun	10:57 AM	11.8		360		H
2017/11/26	Sun	05:52 PM	5.6		171		L
2017/11/26	Sun	10:30 PM	7.6		232		H
2017/11/27	Mon	04:35 AM	2.6		79		L
2017/11/27	Mon	11:42 AM	11.8		360		H
2017/11/27	Mon	06:41 PM	4.6		140		L
2017/11/27	Mon	11:54 PM	7.8		238		H
2017/11/28	Tue	05:37 AM	3.5		107		L
2017/11/28	Tue	12:24 PM	11.9		363		H
2017/11/28	Tue	07:22 PM	3.3		101		L
2017/11/29	Wed	01:11 AM	8.4		256		H
2017/11/29	Wed	06:41 AM	4.2		128		L
2017/11/29	Wed	01:03 PM	12.1		369		H
2017/11/29	Wed	07:59 PM	1.9		58		L
2017/11/30	Thu	02:18 AM	9.4		287		H
2017/11/30	Thu	07:42 AM	4.9		149		L
2017/11/30	Thu	01:41 PM	12.3		375		H
2017/11/30	Thu	08:37 PM	0.4		12		L
2017/12/01	Fri	03:16 AM	10.4		317		H
2017/12/01	Fri	08:38 AM	5.4		165		L
2017/12/01	Fri	02:18 PM	12.4		378		H
2017/12/01	Fri	09:16 PM	-1.0		-30		L
2017/12/02	Sat	04:09 AM	11.4		347		H
2017/12/02	Sat	09:32 AM	5.9		180		L
2017/12/02	Sat	02:56 PM	12.6		384		H
2017/12/02	Sat	09:57 PM	-2.2		-67		L
2017/12/03	Sun	04:58 AM	12.2		372		H
2017/12/03	Sun	10:24 AM	6.3		192		L
2017/12/03	Sun	03:37 PM	12.6		384		H
2017/12/03	Sun	10:40 PM	-3.0		-91		L
2017/12/04	Mon	05:48 AM	12.8		390		H
2017/12/04	Mon	11:16 AM	6.6		201		L
2017/12/04	Mon	04:20 PM	12.4		378		H
2017/12/04	Mon	11:25 PM	-3.3		-101		L
2017/12/05	Tue	06:38 AM	13.2		402		H
2017/12/05	Tue	12:11 PM	6.8		207		L
2017/12/05	Tue	05:08 PM	12.0		366		H
2017/12/06	Wed	12:12 AM	-3.2		-98		L
2017/12/06	Wed	07:28 AM	13.3		405		H
2017/12/06	Wed	01:08 PM	6.7		204		L
2017/12/06	Wed	06:01 PM	11.3		344		H
2017/12/07	Thu	01:00 AM	-2.6		-79		L
2017/12/07	Thu	08:20 AM	13.3		405		H
2017/12/07	Thu	02:11 PM	6.5		198		L
2017/12/07	Thu	06:59 PM	10.5		320		H
2017/12/08	Fri	01:51 AM	-1.5		-46		L
2017/12/08	Fri	09:12 AM	13.1		399		H
2017/12/08	Fri	03:21 PM	6.0		183		L
2017/12/08	Fri	08:07 PM	9.6		293		H
2017/12/09	Sat	02:45 AM	-0.2		-6		L
2017/12/09	Sat	10:05 AM	12.9		393		H
2017/12/09	Sat	04:35 PM	5.3		162		L
2017/12/09	Sat	09:26 PM	8.7		265		H
2017/12/10	Sun	03:43 AM	1.4		43		L
2017/12/10	Sun	10:57 AM	12.7		387		H
2017/12/10	Sun	05:48 PM	4.2		128		L
2017/12/10	Sun	10:58 PM	8.3		253		H
2017/12/11	Mon	04:47 AM	2.9		88		L
2017/12/11	Mon	11:47 AM	12.5		381		H
2017/12/11	Mon	06:50 PM	3.0		91		L
2017/12/12	Tue	12:39 AM	8.4		256		H
2017/12/12	Tue	05:58 AM	4.3		131		L
2017/12/12	Tue	12:33 PM	12.3		375		H
2017/12/12	Tue	07:41 PM	1.9		58		L
2017/12/13	Wed	02:10 AM	9.1		277		H
2017/12/13	Wed	07:11 AM	5.3		162		L
2017/12/13	Wed	01:15 PM	12.0		366		H
2017/12/13	Wed	08:24 PM	0.9		27		L
2017/12/14	Thu	03:20 AM	10.0		305		H
2017/12/14	Thu	08:19 AM	6.1		186		L
2017/12/14	Thu	01:52 PM	11.8		360		H
2017/12/14	Thu	09:00 PM	0.1		3		L
2017/12/15	Fri	04:14 AM	10.9		332		H
2017/12/15	Fri	09:17 AM	6.6		201		L
2017/12/15	Fri	02:27 PM	11.5		351		H
2017/12/15	Fri	09:33 PM	-0.4		-12		L
2017/12/16	Sat	04:58 AM	11.5		351		H
2017/12/16	Sat	10:07 AM	7.0		213		L
2017/12/16	Sat	03:00 PM	11.2		341		H
2017/12/16	Sat	10:03 PM	-0.8		-24		L
2017/12/17	Sun	05:35 AM	11.9		363		H
2017/12/17	Sun	10:52 AM	7.3		223		L
2017/12/17	Sun	03:32 PM	11.0		335		H
2017/12/17	Sun	10:34 PM	-1.1		-34		L
2017/12/18	Mon	06:06 AM	12.2		372		H
2017/12/18	Mon	11:32 AM	7.4		226		L
2017/12/18	Mon	04:06 PM	10.7		326		H
2017/12/18	Mon	11:06 PM	-1.2		-37		L
2017/12/19	Tue	06:35 AM	12.3		375		H
2017/12/19	Tue	12:10 PM	7.4		226		L
2017/12/19	Tue	04:41 PM	10.4		317		H
2017/12/19	Tue	11:40 PM	-1.1		-34		L
2017/12/20	Wed	07:03 AM	12.4		378		H
2017/12/20	Wed	12:47 PM	7.3		223		L
2017/12/20	Wed	05:19 PM	10.1		308		H
2017/12/21	Thu	12:16 AM	-0.9		-27		L
2017/12/21	Thu	07:34 AM	12.5		381		H
2017/12/21	Thu	01:27 PM	7.1		216		L
2017/12/21	Thu	05:59 PM	9.7		296		H
2017/12/22	Fri	12:53 AM	-0.5		-15		L
2017/12/22	Fri	08:08 AM	12.6		384		H
2017/12/22	Fri	02:10 PM	6.8		207		L
2017/12/22	Fri	06:43 PM	9.2		280		H
2017/12/23	Sat	01:32 AM	0.1		3		L
2017/12/23	Sat	08:45 AM	12.6		384		H
2017/12/23	Sat	02:58 PM	6.4		195		L
2017/12/23	Sat	07:35 PM	8.8		268		H
2017/12/24	Sun	02:14 AM	0.9		27		L
2017/12/24	Sun	09:24 AM	12.5		381		H
2017/12/24	Sun	03:50 PM	5.8		177		L
2017/12/24	Sun	08:37 PM	8.3		253		H
2017/12/25	Mon	02:58 AM	1.9		58		L
2017/12/25	Mon	10:04 AM	12.4		378		H
2017/12/25	Mon	04:44 PM	4.9		149		L
2017/12/25	Mon	09:53 PM	8.0		244		H
2017/12/26	Tue	03:49 AM	3.1		94		L
2017/12/26	Tue	10:45 AM	12.4		378		H
2017/12/26	Tue	05:39 PM	3.8		116		L
2017/12/26	Tue	11:18 PM	8.0		244		H
2017/12/27	Wed	04:47 AM	4.4		134		L
2017/12/27	Wed	11:27 AM	12.3		375		H
2017/12/27	Wed	06:31 PM	2.5		76		L
2017/12/28	Thu	12:46 AM	8.6		262		H
2017/12/28	Thu	05:55 AM	5.5		168		L
2017/12/28	Thu	12:11 PM	12.4		378		H
2017/12/28	Thu	07:19 PM	1.1		34		L
2017/12/29	Fri	02:07 AM	9.5		290		H
2017/12/29	Fri	07:07 AM	6.4		195		L
2017/12/29	Fri	12:55 PM	12.4		378		H
2017/12/29	Fri	08:05 PM	-0.4		-12		L
2017/12/30	Sat	03:13 AM	10.6		323		H
2017/12/30	Sat	08:14 AM	6.9		210		L
2017/12/30	Sat	01:40 PM	12.6		384		H
2017/12/30	Sat	08:51 PM	-1.6		-49		L
2017/12/31	Sun	04:08 AM	11.7		357		H
2017/12/31	Sun	09:15 AM	7.2		219		L
2017/12/31	Sun	02:26 PM	12.6		384		H
2017/12/31	Sun	09:36 PM	-2.6		-79		L
